Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9
2014-04-01 00:00:00,1396290600,167.0,121.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2014-04-01 00:00:07,1396290607,179.0,115.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0
2014-04-01 00:00:15,1396290615,188.0,118.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0
2014-04-01 00:00:21,1396290621,163.0,117.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:30,1396290630,177.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:40,1396290640,234.0,117.0,0.0,0.0,0.0,1.0,0.0,14.0,47.0,0.0
2014-04-01 00:00:48,1396290648,210.0,122.0,0.0,0.0,0.0,,0.0,0.0,43.0,0.0
2014-04-01 00:00:58,1396290658,189.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:07,1396290667,172.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:13,1396290673,176.0,117.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0
2014-04-01 00:01:19,1396290679,,118.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:25,1396290685,177.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
2014-04-01 00:01:34,1396290694,159.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:43,1396290703,168.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:53,1396290713,173.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:02:00,1396290720,229.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
