Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9
2014-04-01 00:00:00,1396290600,168.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:07,1396290607,177.0,109.0,0.0,,0.0,0.0,0.0,16.0,0.0,0.0
2014-04-01 00:00:14,1396290614,170.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:23,1396290623,169.0,119.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:31,1396290631,,111.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:39,1396290639,183.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:49,1396290649,163.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:59,1396290659,169.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:08,1396290668,188.0,117.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0
2014-04-01 00:01:14,1396290674,187.0,126.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
2014-04-01 00:01:23,1396290683,179.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:29,1396290689,185.0,113.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
2014-04-01 00:01:36,1396290696,181.0,116.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2014-04-01 00:01:43,1396290703,174.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:51,1396290711,160.0,113.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0
2014-04-01 00:02:01,1396290721,176.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:02:07,1396290727,255.0,117.0,0.0,0.0,83.0,0.0,0.0,0.0,,0.0
2014-04-01 00:02:16,1396290736,248.0,116.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:02:23,1396290743,320.0,127.0,0.0,0.0,82.0,0.0,0.0,0.0,46.0,10.0
2014-04-01 00:02:30,1396290750,274.0,130.0,0.0,0.0,81.0,0.0,0.0,13.0,0.0,0.0
2014-04-01 00:02:38,1396290758,265.0,116.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:02:44,1396290764,251.0,121.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:02:54,1396290774,221.0,111.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:03:02,1396290782,247.0,120.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:03:09,1396290789,242.0,108.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:03:16,1396290796,252.0,120.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:03:23,1396290803,251.0,114.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,9.0
2014-04-01 00:03:32,1396290812,253.0,110.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,10.0
2014-04-01 00:03:38,1396290818,266.0,129.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:03:44,1396290824,257.0,127.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:03:52,1396290832,248.0,126.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:04:01,1396290841,249.0,120.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:04:10,1396290850,261.0,117.0,0.0,0.0,75.0,1.0,0.0,13.0,0.0,0.0
2014-04-01 00:04:16,1396290856,249.0,118.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:04:26,1396290866,250.0,114.0,0.0,0.0,83.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:04:34,1396290874,273.0,123.0,0.0,0.0,81.0,1.0,0.0,15.0,,0.0
2014-04-01 00:04:41,1396290881,244.0,118.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:04:47,1396290887,252.0,125.0,0.0,0.0,83.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:04:56,1396290896,271.0,123.0,0.0,0.0,78.0,1.0,0.0,15.0,0.0,0.0
2014-04-01 00:05:04,1396290904,254.0,121.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:05:14,1396290914,299.0,121.0,0.0,0.0,80.0,0.0,0.0,0.0,47.0,0.0
2014-04-01 00:05:24,1396290924,255.0,120.0,0.0,0.0,78.0,1.0,0.0,14.0,0.0,0.0
2014-04-01 00:05:32,1396290932,268.0,120.0,0.0,0.0,80.0,1.0,0.0,15.0,0.0,0.0
2014-04-01 00:05:39,1396290939,256.0,122.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:05:46,1396290946,249.0,118.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:05:54,1396290954,257.0,120.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:06:03,1396290963,279.0,122.0,0.0,0.0,82.0,0.0,0.0,14.0,0.0,0.0
2014-04-01 00:06:13,1396290973,263.0,121.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,9.0
2014-04-01 00:06:19,1396290979,266.0,127.0,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:06:29,1396290989,249.0,129.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:06:35,1396290995,138.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:06:44,1396291004,134.0,1.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:06:53,1396291013,,1.0,0.0,0.0,79.0,1.0,0.0,14.0,0.0,0.0
2014-04-01 00:07:01,1396291021,140.0,1.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:07:11,1396291031,181.0,1.0,0.0,0.0,81.0,1.0,0.0,0.0,47.0,0.0
2014-04-01 00:07:20,1396291040,133.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:07:29,1396291049,132.0,1.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:07:35,1396291055,135.0,1.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:07:42,1396291062,130.0,1.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:07:49,1396291069,143.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:07:55,1396291075,141.0,1.0,0.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:08:04,1396291084,131.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:08:10,1396291090,129.0,1.0,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:08:17,1396291097,159.0,1.0,0.0,0.0,85.0,1.0,0.0,15.0,0.0,0.0
2014-04-01 00:08:26,1396291106,138.0,1.0,0.0,0.0,80.0,1.0,0.0,15.0,0.0,0.0
2014-04-01 00:08:34,1396291114,136.0,1.0,0.0,0.0,81.0,,0.0,0.0,0.0,0.0
2014-04-01 00:08:43,1396291123,132.0,1.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:08:52,1396291132,153.0,1.0,0.0,0.0,78.0,1.0,0.0,16.0,0.0,0.0
2014-04-01 00:08:58,1396291138,137.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,9.0
2014-04-01 00:09:04,1396291144,128.0,1.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:09:10,1396291150,144.0,1.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,9.0
2014-04-01 00:09:16,1396291156,137.0,1.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,10.0
2014-04-01 00:09:22,1396291162,128.0,1.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:09:32,1396291172,132.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:09:40,1396291180,121.0,1.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:09:48,1396291188,132.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:09:55,1396291195,127.0,1.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:10:01,1396291201,136.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:10:10,1396291210,124.0,1.0,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:10:17,1396291217,131.0,1.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:10:24,1396291224,143.0,1.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:10:32,1396291232,129.0,1.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:10:40,1396291240,130.0,1.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:10:49,1396291249,133.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:10:57,1396291257,132.0,1.0,0.0,0.0,84.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:11:49,1396291309,119.0,1.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:11:55,1396291315,140.0,1.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:12:05,1396291325,138.0,1.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:12:12,1396291332,130.0,1.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:12:19,1396291339,135.0,1.0,0.0,0.0,82.0,,0.0,0.0,0.0,0.0
2014-04-01 00:12:26,1396291346,282.0,131.0,0.0,0.0,75.0,1.0,0.0,13.0,0.0,0.0
2014-04-01 00:12:33,1396291353,271.0,122.0,0.0,0.0,81.0,1.0,0.0,0.0,0.0,10.0
2014-04-01 00:12:42,1396291362,268.0,118.0,0.0,0.0,81.0,0.0,0.0,15.0,0.0,0.0
2014-04-01 00:12:51,1396291371,2414.0,121.0,0.0,0.0,83.0,0.0,2164.0,0.0,0.0,0.0
2014-04-01 00:13:00,1396291380,2484.0,118.0,0.0,0.0,75.0,0.0,2239.0,0.0,0.0,0.0
2014-04-01 00:13:06,1396291386,2561.0,120.0,0.0,0.0,78.0,1.0,2261.0,0.0,43.0,0.0
2014-04-01 00:13:16,1396291396,2478.0,118.0,0.0,0.0,78.0,1.0,2235.0,0.0,0.0,0.0
2014-04-01 00:13:24,1396291404,2523.0,,0.0,0.0,86.0,1.0,2235.0,0.0,0.0,9.0
2014-04-01 00:13:30,1396291410,2468.0,123.0,0.0,,77.0,0.0,2199.0,16.0,0.0,0.0
2014-04-01 00:13:37,1396291417,2468.0,124.0,0.0,0.0,79.0,0.0,2165.0,0.0,43.0,0.0
2014-04-01 00:13:47,1396291427,2416.0,120.0,0.0,0.0,80.0,0.0,2167.0,0.0,0.0,0.0
2014-04-01 00:13:55,1396291435,2562.0,116.0,0.0,0.0,79.0,0.0,2301.0,0.0,0.0,0.0
2014-04-01 00:14:04,1396291444,2445.0,110.0,0.0,0.0,78.0,1.0,2181.0,15.0,0.0,0.0
2014-04-01 00:14:13,1396291453,2472.0,122.0,0.0,0.0,74.0,1.0,,0.0,0.0,0.0
2014-04-01 00:14:21,1396291461,248.0,118.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:14:31,1396291471,252.0,117.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:14:39,1396291479,234.0,115.0,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:14:48,1396291488,264.0,123.0,0.0,0.0,80.0,1.0,0.0,13.0,0.0,0.0
2014-04-01 00:14:56,1396291496,257.0,118.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:15:05,1396291505,250.0,123.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:15:13,1396291513,259.0,119.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:15:22,1396291522,261.0,118.0,0.0,0.0,78.0,0.0,0.0,15.0,0.0,0.0
2014-04-01 00:15:29,1396291529,255.0,119.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:15:36,1396291536,258.0,120.0,0.0,0.0,83.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:15:45,1396291545,257.0,117.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:15:54,1396291554,289.0,109.0,0.0,0.0,77.0,1.0,0.0,0.0,41.0,0.0
2014-04-01 00:16:01,1396291561,301.0,121.0,0.0,0.0,80.0,1.0,0.0,13.0,48.0,0.0
2014-04-01 00:17:03,1396291623,257.0,122.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:17:13,1396291633,1389.0,120.0,0.0,0.0,81.0,1137.0,0.0,0.0,0.0,0.0
