Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9
2014-04-01 00:00:00,1396290600,161.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:09,1396290609,264.0,115.0,0.0,0.0,84.0,0.0,0.0,15.0,0.0,0.0
2014-04-01 00:00:17,1396290617,245.0,123.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:27,1396290627,260.0,129.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:33,1396290633,254.0,112.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:41,1396290641,263.0,121.0,0.0,0.0,83.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:47,1396290647,249.0,121.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:57,1396290657,257.0,121.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:07,1396290667,254.0,119.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:15,1396290675,275.0,129.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:22,1396290682,316.0,126.0,0.0,0.0,78.0,0.0,0.0,14.0,44.0,0.0
2014-04-01 00:01:28,1396290688,252.0,118.0,0.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:37,1396290697,250.0,117.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:45,1396290705,254.0,122.0,0.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:01:54,1396290714,248.0,114.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:02:04,1396290724,263.0,114.0,0.0,0.0,87.0,1.0,0.0,13.0,0.0,0.0
2014-04-01 00:02:13,1396290733,262.0,125.0,0.0,0.0,84.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:02:23,1396290743,276.0,125.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,10.0
2014-04-01 00:02:29,1396290749,275.0,120.0,0.0,0.0,87.0,0.0,0.0,14.0,0.0,0.0
2014-04-01 00:02:39,1396290759,241.0,122.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0
2014-04-01 00:02:47,1396290767,258.0,114.0,0.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0
