Time,Aggregate,Fridge_Freezer,Fridge_Freezer_ON,Washing_Machine,Washing_Machine_ON,Television_Site,Television_Site_ON,Microwave,Microwave_ON,Kettle,Kettle_ON,Toaster,Toaster_ON,Bread_maker,Bread_maker_ON,Lamp_80Watts,Lamp_80Watts_ON,Hi_Fi,Hi_Fi_ON
2014-04-01 00:00:00,163.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:00:08,175.0,122.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:00:16,168.0,119.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:00:24,191.0,125.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:00:32,176.0,121.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:00:40,180.0,123.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:00:48,167.5,113.5,1,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:00:56,186.0,119.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:01:04,167.0,114.0,1,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:01:12,1961.0,119.0,1,1787.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:01:20,1955.0,125.0,1,1783.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:01:28,1999.0,125.0,1,1824.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:01:36,1960.0,119.0,1,1789.0,1,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:01:44,1983.0,117.0,1,1736.0,1,0.0,0,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:01:52,2046.0,121.0,1,1796.0,1,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:00,2059.0,108.0,1,1769.0,1,0.0,0,82.0,0,0.0,0,0.0,0,0.0,0,47.0,1,0.0,0
2014-04-01 00:02:08,1999.0,117.0,1,1746.0,1,0.0,0,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:16,2047.0,127.0,1,1791.0,1,0.0,0,74.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:24,2146.0,123.0,1,1885.0,1,0.0,0,84.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:32,2071.0,120.0,1,1817.0,1,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:02:40,2078.0,113.0,1,1818.0,1,0.0,0,78.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:02:48,2071.5,114.5,1,1795.0,1,0.0,0,78.5,0,0.5,0,0.0,0,7.5,0,21.5,1,0.0,0
2014-04-01 00:02:56,2065.0,116.0,1,1772.0,1,0.0,0,79.0,0,0.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:03:04,2006.0,118.5,1,1748.5,1,0.0,0,79.0,0,1.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:03:12,1994.0,122.0,1,1750.0,1,0.0,0,75.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:20,2028.0,119.0,1,1779.0,1,0.0,0,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:28,2069.5,121.5,1,1813.0,1,0.0,0,78.0,0,0.0,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:03:36,2111.0,124.0,1,1847.0,1,0.0,0,74.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:03:44,2084.0,113.0,1,1835.0,1,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:03:52,2077.0,127.0,1,1817.0,1,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:00,1996.0,109.0,1,1759.0,1,0.0,0,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:08,2144.0,115.0,1,1847.0,1,0.0,0,84.0,0,1.0,0,0.0,0,0.0,0,42.0,1,0.0,0
2014-04-01 00:04:16,1978.0,125.0,1,1723.0,1,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:24,2001.0,116.0,1,1753.0,1,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:32,2099.0,116.0,1,1852.0,1,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:40,2088.0,118.0,1,1833.0,1,0.0,0,84.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:04:48,2072.0,121.5,1,1811.25,1,0.0,0,82.5,0,0.5,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:04:56,2056.0,125.0,1,1789.5,1,0.0,0,81.0,0,1.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:05:04,2120.0,114.0,1,1870.0,1,0.0,0,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:12,2040.0,115.0,1,1732.0,1,0.0,0,82.0,0,0.0,0,0.0,0,15.0,1,41.0,1,0.0,0
2014-04-01 00:05:20,2038.0,115.0,1,1775.0,1,0.0,0,75.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:05:28,2081.0,109.0,1,1829.0,1,0.0,0,78.0,0,0.0,0,0.0,0,7.5,0,0.0,0,10.0,1
2014-04-01 00:05:36,2123.0,119.0,1,1870.0,1,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:44,2054.0,116.0,1,1814.0,1,0.0,0,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:05:52,1970.0,118.0,1,1713.0,1,0.0,0,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:00,2012.0,118.0,1,1746.0,1,0.0,0,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:06:08,2164.0,115.0,1,1913.0,1,0.0,0,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:16,2095.0,124.0,1,1828.0,1,0.0,0,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:24,2040.0,129.0,1,1771.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:32,1965.0,1.0,0,1828.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:06:40,1979.0,1.0,0,1818.0,1,0.0,0,82.0,0,0.0,0,0.0,0,0.0,0,24.5,1,0.0,0
2014-04-01 00:06:48,1999.0,1.0,0,1830.0,1,0.0,0,74.0,0,1.0,0,0.0,0,0.0,0,45.0,1,0.0,0
2014-04-01 00:06:56,1975.5,1.0,0,1824.25,1,0.0,0,76.0,0,1.0,0,0.0,0,0.0,0,22.5,1,0.0,0
2014-04-01 00:07:04,1952.0,1.0,0,1818.5,1,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:12,1964.0,1.0,0,1821.75,1,0.0,0,76.5,0,1.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:07:20,1976.0,1.0,0,1825.0,1,0.0,0,75.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:07:28,1948.0,1.0,0,1820.0,1,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:36,1908.0,1.0,0,1764.0,1,0.0,0,74.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:07:44,1859.0,1.0,0,1727.0,1,0.0,0,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:07:52,1980.0,0.0,0,1841.0,1,0.0,0,85.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:00,1877.0,1.0,0,1732.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 00:08:08,1881.0,1.0,0,1754.0,1,0.0,0,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:16,1873.0,1.0,0,1737.0,1,0.0,0,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:24,2023.0,1.0,0,1870.0,1,0.0,0,77.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:08:32,1895.0,1.0,0,1750.0,1,0.0,0,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:40,1956.0,1.0,0,1809.0,1,0.0,0,81.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 00:08:48,1987.0,1.0,0,1859.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:08:56,1840.0,1.0,0,1699.0,1,0.0,0,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:04,1848.0,1.0,0,1718.0,1,0.0,0,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:09:12,1909.0,1.0,0,1771.25,1,0.0,0,76.0,0,0.25,0,0.0,0,7.0,0,0.0,0,5.0,0
2014-04-01 00:09:20,1970.0,1.0,0,1824.5,1,0.0,0,77.0,0,0.5,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:09:28,1917.0,1.0,0,1781.0,1,0.0,0,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:36,1910.0,1.0,0,1778.0,1,0.0,0,77.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:44,1903.0,1.0,0,1775.0,1,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:09:52,1941.0,1.0,0,1808.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:00,1883.0,1.0,0,1744.0,1,0.0,0,80.25,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:10:08,1935.5,1.0,0,1797.5,1,0.0,0,79.5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:16,1889.0,1.0,0,1746.0,1,0.0,0,84.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:10:24,1907.5,1.0,0,1769.0,1,0.0,0,80.5,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0
2014-04-01 00:10:32,1926.0,1.0,0,1792.0,1,0.0,0,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:10:40,419.0,1.0,0,233.0,1,0.0,0,76.0,0,1.0,0,0.0,0,14.0,1,43.0,1,0.0,0
2014-04-01 00:10:48,392.0,1.0,0,242.0,1,0.0,0,83.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:10:56,404.0,1.0,0,254.0,1,0.0,0,79.0,0,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:11:04,359.0,1.0,0,236.0,1,0.0,0,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:12,403.0,1.0,0,278.0,1,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:20,347.0,1.0,0,215.0,1,0.0,0,79.5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:28,362.0,1.0,0,236.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:36,400.0,1.0,0,267.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:11:44,393.0,1.0,0,251.0,1,0.0,0,78.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:11:52,402.0,1.0,0,256.0,1,0.0,0,81.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:12:00,373.0,1.0,0,224.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 00:12:08,376.0,1.0,0,245.0,1,0.0,0,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:16,369.0,1.0,0,238.0,1,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:24,360.0,1.0,0,229.0,1,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:12:32,402.0,30.75,1,236.5,1,0.0,0,79.0,0,0.75,0,0.0,0,0.0,0,0.0,0,2.25,0
2014-04-01 00:12:40,444.0,60.5,1,244.0,1,0.0,0,79.0,0,0.5,0,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 00:12:48,526.0,129.0,1,264.0,1,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,2.25,0
2014-04-01 00:12:56,500.0,122.0,1,246.0,1,0.0,0,75.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:04,497.0,119.0,1,246.0,1,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:12,472.0,121.0,1,229.0,1,0.0,0,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:20,520.0,122.0,1,271.0,1,0.0,0,74.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:28,509.0,122.25,1,251.25,1,0.0,0,76.25,0,0.5,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 00:13:36,498.0,122.5,1,231.5,1,0.0,0,78.5,0,0.0,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 00:13:44,496.0,105.0,1,257.0,1,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:13:52,493.0,114.0,1,243.0,1,0.0,0,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:00,482.0,123.0,1,221.0,1,0.0,0,84.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:08,521.0,120.0,1,275.0,1,0.0,0,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:16,486.0,119.0,1,239.0,1,0.0,0,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:24,524.0,121.0,1,271.0,1,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:32,470.0,123.0,1,219.0,1,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:40,471.5,121.5,1,223.5,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:48,473.0,120.0,1,228.0,1,0.0,0,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:14:56,543.0,121.0,1,270.0,1,0.0,0,80.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 00:15:04,508.0,113.0,1,265.0,1,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:12,489.5,117.5,1,244.5,1,0.0,0,77.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:20,490.0,114.0,1,228.0,1,0.0,0,81.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 00:15:28,525.0,122.0,1,274.0,1,0.0,0,74.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:36,508.0,109.0,1,232.0,1,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,47.0,1,0.0,0
2014-04-01 00:15:44,502.0,117.0,1,252.0,1,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:15:52,502.5,123.0,1,214.5,1,0.0,0,81.0,0,1.0,0,0.0,0,8.0,0,23.0,1,0.0,0
2014-04-01 00:16:00,507.0,119.0,1,246.0,1,0.0,0,81.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:16:08,512.0,123.0,1,262.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:16,496.5,123.0,1,240.5,1,0.0,0,79.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:24,481.0,123.0,1,219.0,1,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:32,1709.5,115.0,1,245.5,1,1195.0,1,78.0,0,1.0,0,0.0,0,0.0,0,22.0,1,0.0,0
2014-04-01 00:16:40,1679.0,115.0,1,246.0,1,1182.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:48,1735.0,121.0,1,258.0,1,1217.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:16:56,1665.0,122.0,1,236.0,1,1176.0,1,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:04,1643.5,119.75,1,240.0,1,1189.0,1,38.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:12,1622.0,117.5,1,244.0,1,1202.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:20,1641.0,116.0,1,224.0,1,1200.0,1,0.0,0,1.0,0,0.0,0,0.0,0,43.0,1,0.0,0
2014-04-01 00:17:28,1643.0,116.0,1,258.0,1,1197.0,1,0.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 00:17:36,1672.0,121.0,1,238.0,1,1214.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:17:44,1663.125,121.375,1,242.75,1,1210.0,1,0.0,0,0.125,0,0.0,0,1.875,0,0.0,0,0.0,0
2014-04-01 00:17:52,1654.25,121.75,1,247.5,1,1206.0,1,0.0,0,0.25,0,0.0,0,3.75,0,0.0,0,0.0,0
2014-04-01 00:18:00,1645.375,122.125,1,252.25,1,1202.0,1,0.0,0,0.375,0,0.0,0,5.625,0,0.0,0,0.0,0
2014-04-01 00:18:08,1636.5,122.5,1,257.0,1,1198.0,1,0.0,0,0.5,0,0.0,0,7.5,0,0.0,0,0.0,0
2014-04-01 00:18:16,1586.0,123.0,1,242.0,1,1171.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 00:18:24,1598.2,123.4,1,246.8,1,1172.8,1,0.0,0,0.2,0,0.0,0,2.6,0,0.0,0,0.0,0
